When was the date of your most recent flight?,Progress,Duration (in seconds),Finished,Response ID,Where was your originating airport?,Where was your destination airport?,"Overall, were you satisfied with the pre flight experience at your originating airport?","Overall, were you satisfied with the pre flight experience at your destination airport?",Did your flight leave on time?,Did you find the seats comfortable?,Are you currently one of our rewards members?,Please enter your rewards number,Were the seats comfortable?,What type of travel were you doing?,What gender do you identify as?,What is your age?
10/06/2021 00:00:00,100,0,True,R_6X9hQSl4N3q1EIR,Denver,Seattle,Satisfied,Unsatisfied,Definitely not,Definitely not,No,96011,Moderately comfortable,Personal,Non-binary / third gender,25
02/06/2021 00:00:00,100,0,True,R_3NNIPR6HrS1GRg1,Los Angeles,Dallas,Unsatisfied,Unsatisfied,Probably not,Might or might not,No,17273,Slightly uncomfortable,Personal,Female,52
23/12/2021 00:00:00,100,0,True,R_eVEph09Qzkuv5jv,Saint Louis,Los Angeles,Satisfied,Satisfied,Definitely yes,Definitely not,No,66631,Neither comfortable nor uncomfortable,Personal,Prefer not to say,36
18/07/2021 00:00:00,100,0,True,R_aghIoFPpH5ifTjT,Chicago,Saint Louis,Unsatisfied,Unsatisfied,Might or might not,Definitely yes,Yes,71014,Extremely comfortable,Business,Male,33
26/05/2021 00:00:00,100,0,True,R_bEL8dZ3G6ewqx25,Seattle,Chicago,Unsatisfied,Satisfied,Probably not,Probably yes,Yes,37566,Moderately comfortable,Personal,Prefer not to say,21
04/11/2021 00:00:00,100,0,True,R_73ANrfiH2Gvn2Rv,Dallas,Los Angeles,Unsatisfied,Unsatisfied,Definitely yes,Might or might not,Yes,43692,Slightly comfortable,Personal,Non-binary / third gender,21
25/09/2021 00:00:00,100,0,True,R_6hw8iEg39WJ3w57,Chicago,Seattle,Satisfied,Satisfied,Probably not,Definitely not,No,54813,Moderately comfortable,Business,Male,
28/03/2021 00:00:00,100,0,True,R_3vAkuK4xwGGALmB,Saint Louis,Los Angeles,Unsatisfied,Satisfied,Definitely not,Probably yes,No,57170,Moderately uncomfortable,Personal,Prefer not to say,43
28/09/2021 00:00:00,100,0,True,R_cJ761vSZlNDsTsx,Los Angeles,Saint Louis,Satisfied,Unsatisfied,Definitely not,Probably yes,No,72505,Slightly uncomfortable,Personal,Female,44
03/12/2021 00:00:00,100,0,True,R_0xmVMYXul8gdb81,Orlando,Denver,Unsatisfied,Satisfied,Probably not,Probably yes,No,31423,Extremely uncomfortable,Business,Female,46
16/03/2021 00:00:00,100,0,True,R_8p4yO5Udec2GllX,Orlando,Saint Louis,Satisfied,Satisfied,Might or might not,Probably not,No,48111,Neither comfortable nor uncomfortable,Business,Female,42
07/08/2021 00:00:00,100,0,True,R_dm2YvhqZfxMlXY9,Chicago,Saint Louis,Unsatisfied,Unsatisfied,Might or might not,Probably not,No,63860,Slightly uncomfortable,Personal,Prefer not to say,54
17/02/2021 00:00:00,100,0,True,R_0UuSnRJauC7on4N,Chicago,Orlando,Satisfied,Unsatisfied,Definitely yes,Definitely not,No,72474,Neither comfortable nor uncomfortable,Business,Prefer not to say,21
22/07/2021 00:00:00,100,0,True,R_eCATDj5ELS1LWyV,Seattle,Chicago,Unsatisfied,Unsatisfied,Definitely not,Definitely yes,Yes,75957,Extremely comfortable,Personal,Non-binary / third gender,23
03/11/2021 00:00:00,100,0,True,R_1AHe9cDReA2xubX,Seattle,Dallas,Satisfied,Unsatisfied,Definitely not,Might or might not,No,73155,Extremely uncomfortable,Business,Male,24
26/08/2021 00:00:00,100,0,True,R_9z3fFjqqNVerf2l,Saint Louis,Orlando,Satisfied,Unsatisfied,Probably not,Definitely yes,Yes,80602,Moderately comfortable,Personal,Male,19
07/08/2021 00:00:00,100,0,True,R_7PUGz5Qi6sMpDSd,Orlando,Saint Louis,Unsatisfied,Satisfied,Definitely yes,Definitely yes,No,30708,Neither comfortable nor uncomfortable,Business,Prefer not to say,28
15/11/2021 00:00:00,100,0,True,R_dapPIylf5xk0Jut,Dallas,New York,Unsatisfied,Unsatisfied,Might or might not,Probably not,Yes,58942,Extremely comfortable,Personal,Male,32
17/12/2021 00:00:00,100,0,True,R_6oiJkevGQVf8xZr,Orlando,New York,Satisfied,Unsatisfied,Probably not,Might or might not,No,18454,Moderately uncomfortable,Business,Male,25
13/04/2021 00:00:00,100,0,True,R_3aOttey4pz7K28t,Saint Louis,New York,Unsatisfied,Satisfied,Definitely yes,Probably yes,Yes,60276,Extremely comfortable,Personal,Male,38
24/12/2021 00:00:00,100,1,True,R_79BoWNJgeuKTLhP,Chicago,Chicago,Satisfied,Unsatisfied,Probably yes,Probably not,Yes,82637,Moderately uncomfortable,Personal,Female,24
10/05/2021 00:00:00,100,0,True,R_cOODiSNRcSyWQkZ,Orlando,Orlando,Unsatisfied,Satisfied,Probably not,Definitely yes,Yes,30084,Slightly uncomfortable,Business,Prefer not to say,
08/01/2021 00:00:00,100,0,True,R_d07IoU6oSiYM7qd,Seattle,New York,Unsatisfied,Satisfied,Probably not,Definitely yes,Yes,44059,Extremely uncomfortable,Personal,Female,49
19/08/2021 00:00:00,100,0,True,R_aYqdXYF87NDDTpP,Dallas,Orlando,Satisfied,Unsatisfied,Definitely yes,Might or might not,Yes,49892,Slightly uncomfortable,Business,Male,43
13/07/2021 00:00:00,100,0,True,R_ePUjEjf1UEtCxKJ,Los Angeles,Seattle,Unsatisfied,Satisfied,Probably not,Definitely not,Yes,72772,Neither comfortable nor uncomfortable,Personal,Prefer not to say,49
05/08/2021 00:00:00,100,0,True,R_3DwmyZRzghSXhnT,Saint Louis,Denver,Satisfied,Unsatisfied,Definitely yes,Definitely yes,No,98047,Slightly uncomfortable,Business,Female,37
17/05/2021 00:00:00,100,0,True,R_9RLw1LyrhuFosnz,Denver,New York,Satisfied,Unsatisfied,Probably not,Probably not,No,95084,Extremely uncomfortable,Personal,Male,52
04/03/2021 00:00:00,100,0,True,R_79Gwyh4u8IJ1Yjz,Los Angeles,Seattle,Unsatisfied,Unsatisfied,Definitely yes,Might or might not,No,41736,Extremely comfortable,Business,Non-binary / third gender,28
27/06/2021 00:00:00,100,0,True,R_eQmAzpWSDFLeKpf,Saint Louis,Los Angeles,Unsatisfied,Satisfied,Might or might not,Might or might not,Yes,21511,Slightly uncomfortable,Business,Female,43
21/04/2021 00:00:00,100,0,True,R_5clPUNlh5dNpGRf,Chicago,Chicago,Satisfied,Unsatisfied,Probably not,Definitely not,No,27172,Extremely uncomfortable,Personal,Female,20
19/04/2021 00:00:00,100,0,True,R_9RbJFvbnppW9vHn,Chicago,Dallas,Satisfied,Unsatisfied,Probably yes,Might or might not,Yes,43071,Extremely uncomfortable,Business,Female,35
25/12/2021 00:00:00,100,0,True,R_erJE4Thfe16lMQ5,Saint Louis,Chicago,Satisfied,Unsatisfied,Definitely not,Definitely not,No,64070,Slightly comfortable,Business,Non-binary / third gender,46
26/05/2021 00:00:00,100,0,True,R_eIJJ4DGzXcX8S3P,Denver,Seattle,Satisfied,Unsatisfied,Definitely yes,Definitely yes,Yes,67225,Extremely uncomfortable,Business,Female,49
17/06/2021 00:00:00,100,0,True,R_3h1j6SEZ9nq61eZ,Dallas,New York,Unsatisfied,Satisfied,Definitely not,Might or might not,Yes,81391,Extremely uncomfortable,Business,Non-binary / third gender,54
03/10/2021 00:00:00,100,0,True,R_6QLt5JJ0Y5s2VVP,Denver,Chicago,Satisfied,Unsatisfied,Probably not,Probably yes,Yes,54000,Extremely uncomfortable,Business,Male,52
10/08/2021 00:00:00,100,0,True,R_2c5JsMZLRmK6D2J,Saint Louis,Saint Louis,Satisfied,Unsatisfied,Definitely not,Probably yes,No,56154,Extremely comfortable,Personal,Female,33
03/04/2021 00:00:00,100,0,True,R_dbrw0VaR4evE5XD,Chicago,Dallas,Unsatisfied,Satisfied,Probably yes,Probably not,Yes,27917,Moderately comfortable,Business,Prefer not to say,29
18/05/2021 00:00:00,100,0,True,R_2gzdk7RduCW3YGh,Seattle,Los Angeles,Unsatisfied,Satisfied,Definitely yes,Might or might not,Yes,37838,Moderately comfortable,Business,Prefer not to say,19
29/03/2021 00:00:00,100,0,True,R_51mcjOkS7Pq0kzH,New York,Saint Louis,Satisfied,Satisfied,Probably yes,Might or might not,Yes,54747,Extremely uncomfortable,Personal,Prefer not to say,48
12/05/2021 00:00:00,100,0,True,R_3awyrd1JQt5aDmB,Chicago,New York,Unsatisfied,Unsatisfied,Probably not,Probably not,No,59558,Extremely comfortable,Personal,Non-binary / third gender,49
19/10/2021 00:00:00,100,0,True,R_0SqyTyAAz49VAXj,Chicago,Saint Louis,Satisfied,Unsatisfied,Might or might not,Might or might not,No,79994,Moderately uncomfortable,Personal,Non-binary / third gender,54
06/06/2021 00:00:00,100,0,True,R_8izyPWWQiTrNv2R,Seattle,Seattle,Unsatisfied,Satisfied,Probably not,Probably not,No,39012,Moderately uncomfortable,Business,Non-binary / third gender,18
17/06/2021 00:00:00,100,0,True,R_elgT1Q36cnavM5T,Saint Louis,Los Angeles,Unsatisfied,Satisfied,Definitely yes,Might or might not,Yes,68323,Neither comfortable nor uncomfortable,Personal,Female,32
15/12/2021 00:00:00,100,0,True,R_80nsBjQus42L3QF,Los Angeles,Saint Louis,Unsatisfied,Unsatisfied,Probably yes,Probably not,No,53738,Slightly comfortable,Business,Non-binary / third gender,27
13/03/2021 00:00:00,100,0,True,R_6x4ACANnqHYyNg1,Denver,Denver,Unsatisfied,Unsatisfied,Probably yes,Might or might not,Yes,29944,Slightly uncomfortable,Business,Non-binary / third gender,42
13/03/2021 00:00:00,100,0,True,R_296ugpiXFZoMVVz,Seattle,Seattle,Unsatisfied,Satisfied,Definitely not,Probably not,Yes,51025,Moderately uncomfortable,Business,Prefer not to say,52
24/12/2021 00:00:00,100,0,True,R_aeOijU7FDcShDA9,New York,Chicago,Satisfied,Satisfied,Might or might not,Might or might not,No,12358,Extremely uncomfortable,Personal,Non-binary / third gender,35
28/01/2021 00:00:00,100,0,True,R_6uvUY1Vd8fgtqjX,Saint Louis,Orlando,Satisfied,Unsatisfied,Definitely not,Definitely yes,No,40756,Moderately uncomfortable,Business,Male,38
13/12/2021 00:00:00,100,0,True,R_6xwTrIVaMzhdvG5,Seattle,Saint Louis,Unsatisfied,Unsatisfied,Definitely yes,Probably not,No,81809,Extremely uncomfortable,Business,Female,47
17/03/2021 00:00:00,100,0,True,R_e41DUPFWhKblL6Z,Seattle,Denver,Satisfied,Unsatisfied,Might or might not,Definitely yes,No,32246,Extremely uncomfortable,Business,Prefer not to say,18
16/07/2021 00:00:00,100,0,True,R_ai2VZIKuX3jqyQl,Chicago,Chicago,Satisfied,Satisfied,Might or might not,Definitely yes,Yes,64755,Slightly uncomfortable,Business,Prefer not to say,37
24/07/2021 00:00:00,100,0,True,R_9KpzZzH2XyxeKpf,New York,Denver,Satisfied,Unsatisfied,Definitely not,Definitely not,No,89678,Extremely comfortable,Business,Prefer not to say,49
29/12/2021 00:00:00,100,0,True,R_77KwFPyRvPIyLaZ,Denver,Dallas,Satisfied,Satisfied,Definitely not,Definitely not,No,25880,Slightly comfortable,Personal,Male,32
04/04/2021 00:00:00,100,0,True,R_a3PXDaIADm3PY5T,Denver,Orlando,Unsatisfied,Unsatisfied,Definitely not,Probably not,Yes,66939,Extremely comfortable,Personal,Non-binary / third gender,54
19/12/2021 00:00:00,100,0,True,R_6YcBTHHkLhKKPBz,Denver,New York,Satisfied,Satisfied,Definitely yes,Probably not,No,13862,Moderately uncomfortable,Personal,Prefer not to say,40
12/09/2021 00:00:00,100,0,True,R_2tU40xGtR1qt56l,Saint Louis,Los Angeles,Satisfied,Unsatisfied,Definitely not,Definitely not,Yes,90069,Neither comfortable nor uncomfortable,Business,Male,32
31/08/2021 00:00:00,100,0,True,R_bPL1KedKanzLFNr,Orlando,New York,Satisfied,Unsatisfied,Probably not,Probably not,No,45781,Extremely comfortable,Business,Prefer not to say,26
01/07/2021 00:00:00,100,0,True,R_6QLZoY8yaD1yjgF,Seattle,Orlando,Satisfied,Satisfied,Might or might not,Probably yes,Yes,38929,Moderately comfortable,Business,Female,21
25/12/2021 00:00:00,100,0,True,R_8j4ygMy1l7mZRIx,Saint Louis,Saint Louis,Unsatisfied,Satisfied,Definitely not,Might or might not,No,28944,Slightly uncomfortable,Business,Female,47
25/10/2021 00:00:00,100,0,True,R_bK7z3qz6bhqNQH3,Orlando,Chicago,Unsatisfied,Satisfied,Might or might not,Probably not,Yes,82438,Slightly uncomfortable,Personal,Female,26
24/12/2021 00:00:00,100,0,True,R_3xTjACw8d6oM8hT,Orlando,Denver,Satisfied,Satisfied,Definitely not,Probably not,No,84668,Slightly comfortable,Business,Male,39
05/07/2021 00:00:00,100,0,True,R_79ZDUt3L1zPFPIV,Dallas,Chicago,Satisfied,Satisfied,Probably not,Might or might not,No,57024,Extremely comfortable,Business,Female,38
27/11/2021 00:00:00,100,0,True,R_1AjDN4nZYhE038p,Seattle,Denver,Unsatisfied,Satisfied,Probably not,Definitely yes,No,41470,Moderately uncomfortable,Personal,Male,34
29/10/2021 00:00:00,100,0,True,R_ac1F7HDUS128DcN,Denver,Los Angeles,Satisfied,Unsatisfied,Definitely yes,Definitely not,Yes,98943,Moderately uncomfortable,Business,Non-binary / third gender,53
11/01/2021 00:00:00,100,0,True,R_8vSUNdePQw7hVjf,Orlando,Denver,Satisfied,Unsatisfied,Probably not,Definitely not,Yes,21104,Extremely comfortable,Business,Non-binary / third gender,50
26/01/2021 00:00:00,100,0,True,R_5bhWEfKBahYioLz,Denver,Chicago,Satisfied,Satisfied,Definitely not,Definitely not,No,80689,Slightly comfortable,Personal,Prefer not to say,37
30/06/2021 00:00:00,100,0,True,R_3jDm8DCDX1xwFtr,Dallas,Saint Louis,Satisfied,Unsatisfied,Definitely not,Probably yes,Yes,14779,Moderately uncomfortable,Business,Female,19
16/09/2021 00:00:00,100,0,True,R_eKINBmYfzOt3sAl,Chicago,Denver,Satisfied,Satisfied,Probably not,Probably not,Yes,35473,Slightly comfortable,Personal,Female,38
15/02/2021 00:00:00,100,0,True,R_86M4wiEOB0evMRT,Denver,Orlando,Unsatisfied,Satisfied,Definitely not,Definitely not,No,14422,Neither comfortable nor uncomfortable,Business,Prefer not to say,38
03/04/2021 00:00:00,100,0,True,R_4PkQdUTc0mJgtsF,Chicago,Seattle,Satisfied,Unsatisfied,Probably yes,Might or might not,No,99197,Neither comfortable nor uncomfortable,Business,Male,20
21/09/2021 00:00:00,100,0,True,R_9QXX0Qr9GasQuzz,Saint Louis,Dallas,Unsatisfied,Unsatisfied,Definitely not,Probably not,Yes,94160,Slightly comfortable,Business,Non-binary / third gender,26
10/04/2021 00:00:00,100,0,True,R_0ofzbarxPdMh7rT,Seattle,Orlando,Unsatisfied,Unsatisfied,Definitely yes,Definitely not,No,74905,Extremely comfortable,Personal,Male,41
16/08/2021 00:00:00,100,0,True,R_0iDgkHlrdikCEEl,Chicago,Chicago,Unsatisfied,Satisfied,Definitely yes,Definitely not,Yes,69345,Slightly uncomfortable,Personal,Male,43
19/03/2021 00:00:00,100,0,True,R_396GZLk8qsS1UrP,Dallas,Chicago,Satisfied,Satisfied,Definitely not,Might or might not,Yes,73730,Moderately uncomfortable,Business,Female,41
28/11/2021 00:00:00,100,0,True,R_5cMvwZ3ngm19SaF,Dallas,Chicago,Unsatisfied,Unsatisfied,Definitely not,Definitely yes,No,87951,Moderately uncomfortable,Business,Male,21
12/07/2021 00:00:00,100,0,True,R_6gK08KPXYLYvDsF,Saint Louis,Dallas,Unsatisfied,Unsatisfied,Probably yes,Definitely not,No,89778,Slightly uncomfortable,Personal,Prefer not to say,35
14/05/2021 00:00:00,100,0,True,R_djbBaFGDwWHnkqx,Orlando,Chicago,Satisfied,Satisfied,Probably yes,Might or might not,Yes,70201,Moderately comfortable,Personal,Female,27
04/09/2021 00:00:00,100,0,True,R_55Bh0JIA3w2TRJj,Los Angeles,Seattle,Unsatisfied,Unsatisfied,Definitely not,Probably yes,Yes,58869,Extremely uncomfortable,Business,Male,43
31/08/2021 00:00:00,100,0,True,R_73pZ7AeOKioYSWN,Chicago,Saint Louis,Satisfied,Unsatisfied,Definitely yes,Probably not,No,48633,Extremely uncomfortable,Business,Male,45
21/09/2021 00:00:00,100,1,True,R_8Gq5I9uES5na1wN,Chicago,Saint Louis,Satisfied,Satisfied,Definitely not,Definitely not,Yes,60089,Slightly uncomfortable,Business,Female,51
04/01/2021 00:00:00,100,0,True,R_9yNdg9rflCe3xf7,Seattle,Saint Louis,Satisfied,Satisfied,Might or might not,Definitely not,Yes,73547,Extremely comfortable,Personal,Female,22
29/08/2021 00:00:00,100,0,True,R_2c2fU1uQNqjSpcF,New York,Chicago,Satisfied,Satisfied,Definitely not,Probably not,No,49612,Moderately comfortable,Personal,Male,32
23/11/2021 00:00:00,100,0,True,R_daIPeTrXJ59rTWR,Los Angeles,Los Angeles,Satisfied,Satisfied,Probably yes,Probably not,Yes,65726,Extremely uncomfortable,Business,Non-binary / third gender,46
15/11/2021 00:00:00,100,0,True,R_a4Sq8GvrZVcM3Bj,Los Angeles,Los Angeles,Satisfied,Unsatisfied,Probably not,Probably not,No,86242,Extremely uncomfortable,Personal,Non-binary / third gender,36
01/02/2021 00:00:00,100,0,True,R_elK3FD6u72hMOFL,Seattle,Dallas,Unsatisfied,Unsatisfied,Definitely yes,Probably not,Yes,79149,Moderately uncomfortable,Business,Prefer not to say,30
16/01/2021 00:00:00,100,0,True,R_cTMDwqsPuCrqr5P,Seattle,Saint Louis,Satisfied,Unsatisfied,Probably yes,Probably yes,No,58777,Moderately uncomfortable,Business,Non-binary / third gender,21
24/08/2021 00:00:00,100,0,True,R_et93zBt6a04RezH,New York,Orlando,Satisfied,Satisfied,Probably yes,Probably yes,Yes,17547,Moderately uncomfortable,Business,Non-binary / third gender,51
07/10/2021 00:00:00,100,0,True,R_73bZDxm2eZL83yt,Seattle,Denver,Satisfied,Satisfied,Might or might not,Might or might not,No,59653,Moderately uncomfortable,Business,Prefer not to say,53
03/10/2021 00:00:00,100,0,True,R_41PbI0cNVLjsZZb,Seattle,Dallas,Unsatisfied,Satisfied,Might or might not,Definitely yes,Yes,98140,Extremely comfortable,Business,Male,32
19/09/2021 00:00:00,100,0,True,R_0ocGuNcQC75XVch,Chicago,Chicago,Unsatisfied,Unsatisfied,Might or might not,Definitely yes,No,57758,Slightly comfortable,Personal,Prefer not to say,46
12/01/2021 00:00:00,100,0,True,R_ezJGdjpNyNxDYu9,Dallas,Orlando,Satisfied,Satisfied,Probably not,Definitely yes,Yes,10425,Extremely comfortable,Business,Non-binary / third gender,31
03/02/2021 00:00:00,100,0,True,R_bjZZZYWb8YqBGo5,Seattle,Denver,Unsatisfied,Satisfied,Probably yes,Might or might not,Yes,54239,Moderately uncomfortable,Business,Prefer not to say,39
07/07/2021 00:00:00,100,0,True,R_2hlIHCze2lLBftb,Orlando,Dallas,Satisfied,Satisfied,Definitely yes,Probably not,No,85517,Extremely uncomfortable,Business,Female,49
10/08/2021 00:00:00,100,0,True,R_d5R7U9bCncerodD,Dallas,Orlando,Unsatisfied,Unsatisfied,Probably not,Probably yes,No,12866,Neither comfortable nor uncomfortable,Business,Non-binary / third gender,47
09/03/2021 00:00:00,100,0,True,R_7PomFqRXRrd6PBP,Dallas,Dallas,Satisfied,Unsatisfied,Definitely not,Definitely yes,Yes,91206,Slightly uncomfortable,Personal,Non-binary / third gender,46
29/07/2021 00:00:00,100,0,True,R_4HL0YeRwYEUzsO1,Dallas,Denver,Satisfied,Satisfied,Definitely not,Definitely not,Yes,72808,Moderately comfortable,Business,Female,38
14/02/2021 00:00:00,100,0,True,R_3rVorFdtbe1b7M1,Los Angeles,Saint Louis,Unsatisfied,Satisfied,Definitely not,Probably not,No,45441,Slightly comfortable,Business,Non-binary / third gender,40
23/04/2021 00:00:00,100,0,True,R_1MIUQ5i0d9S2OA5,Seattle,New York,Satisfied,Unsatisfied,Definitely yes,Definitely not,No,13266,Slightly comfortable,Business,Prefer not to say,49
15/04/2021 00:00:00,100,0,True,R_6i0XLYVOVLR4zEF,Saint Louis,Dallas,Satisfied,Satisfied,Might or might not,Definitely not,No,34906,Neither comfortable nor uncomfortable,Business,Non-binary / third gender,36
23/11/2021 00:00:00,100,0,True,R_beGYxvbt2Rt1tXf,Los Angeles,Orlando,Satisfied,Satisfied,Definitely not,Might or might not,Yes,55431,Moderately uncomfortable,Business,Prefer not to say,39
25/10/2021 00:00:00,100,0,True,R_1BumhXszCMR7pLn,Dallas,Orlando,Unsatisfied,Unsatisfied,Definitely not,Definitely not,Yes,57430,Slightly comfortable,Personal,Male,18
15/08/2021 00:00:00,100,0,True,R_1TSXeRPbkxalmSN,Dallas,Denver,Satisfied,Unsatisfied,Probably not,Probably not,Yes,20130,Moderately uncomfortable,Personal,Prefer not to say,39
04/02/2021 00:00:00,100,0,True,R_dprA2DvSTHBrcVv,Orlando,New York,Satisfied,Unsatisfied,Probably yes,Definitely not,No,70262,Extremely comfortable,Personal,Prefer not to say,44
01/11/2021 00:00:00,100,0,True,R_8eqyji3kBlAHPeZ,Chicago,Seattle,Satisfied,Unsatisfied,Might or might not,Definitely yes,No,77574,Moderately comfortable,Business,Non-binary / third gender,48
16/08/2021 00:00:00,100,0,True,R_8kUmAXt07WJr75H,Saint Louis,New York,Unsatisfied,Satisfied,Probably not,Probably not,Yes,36445,Slightly comfortable,Business,Female,53
25/02/2021 00:00:00,100,0,True,R_bOdrt1njfmRUl6t,Denver,Chicago,Unsatisfied,Satisfied,Probably not,Definitely not,No,19735,Extremely comfortable,Business,Prefer not to say,25
21/11/2021 00:00:00,100,0,True,R_eVEuhWk0LUSyDhH,New York,Denver,Satisfied,Unsatisfied,Might or might not,Definitely yes,Yes,48519,Slightly uncomfortable,Business,Prefer not to say,41
04/09/2021 00:00:00,100,0,True,R_cNDlhCWfuK2ZYzj,Chicago,Denver,Satisfied,Unsatisfied,Definitely yes,Definitely not,No,87125,Moderately uncomfortable,Personal,Female,
04/07/2021 00:00:00,100,0,True,R_eORX0raJhI6UZ0x,New York,Seattle,Unsatisfied,Satisfied,Definitely not,Definitely yes,Yes,63747,Extremely uncomfortable,Business,Prefer not to say,22
17/02/2021 00:00:00,100,0,True,R_80RQmiOv5y6IYLz,Seattle,Dallas,Satisfied,Unsatisfied,Definitely yes,Definitely not,No,74300,Slightly comfortable,Personal,Male,41
22/12/2021 00:00:00,100,0,True,R_5AnMSs19RztfxvT,Los Angeles,Denver,Satisfied,Unsatisfied,Might or might not,Probably yes,No,40959,Slightly comfortable,Personal,Male,38
20/06/2021 00:00:00,100,0,True,R_3UWoYwleF1Amnop,Dallas,Saint Louis,Satisfied,Satisfied,Definitely yes,Probably not,No,43697,Moderately comfortable,Business,Non-binary / third gender,54
23/01/2021 00:00:00,100,0,True,R_8CXew2QSHRf4Uh7,Denver,Seattle,Satisfied,Satisfied,Probably yes,Definitely not,Yes,60779,Extremely uncomfortable,Personal,Male,40
13/05/2021 00:00:00,100,0,True,R_85JQ4cDFMrwNm8l,Saint Louis,Chicago,Satisfied,Satisfied,Might or might not,Probably not,Yes,80353,Neither comfortable nor uncomfortable,Personal,Prefer not to say,50
05/03/2021 00:00:00,100,0,True,R_a2xIA5KSSoAy7K5,Orlando,Chicago,Satisfied,Satisfied,Probably not,Might or might not,Yes,59845,Neither comfortable nor uncomfortable,Personal,Non-binary / third gender,52
30/09/2021 00:00:00,100,0,True,R_1WUwcqCHYIEkIqp,New York,New York,Unsatisfied,Unsatisfied,Probably not,Probably not,Yes,28946,Extremely uncomfortable,Business,Male,32
19/02/2021 00:00:00,100,0,True,R_4HjAPb5x1p0cCl7,Denver,Denver,Unsatisfied,Satisfied,Definitely yes,Definitely yes,No,51032,Moderately uncomfortable,Business,Non-binary / third gender,51
20/06/2021 00:00:00,100,0,True,R_bmATcBW4WNzgOgZ,Chicago,Denver,Satisfied,Unsatisfied,Definitely not,Probably yes,No,51679,Extremely uncomfortable,Business,Female,31
24/12/2021 00:00:00,100,0,True,R_5d1hws3RsTF0Vwx,New York,Los Angeles,Unsatisfied,Satisfied,Probably not,Probably not,Yes,39510,Extremely uncomfortable,Business,Male,46
26/03/2021 00:00:00,100,0,True,R_7VPSCeZ7uaZwrJj,Orlando,New York,Unsatisfied,Unsatisfied,Definitely yes,Probably not,No,98848,Moderately comfortable,Personal,Male,20
26/10/2021 00:00:00,100,0,True,R_cZR9s057ClmqMKx,Chicago,New York,Unsatisfied,Satisfied,Probably not,Definitely not,No,28750,Slightly comfortable,Personal,Female,39
05/06/2021 00:00:00,100,0,True,R_eG6Nocjg6FnDixn,Saint Louis,Seattle,Unsatisfied,Unsatisfied,Definitely yes,Might or might not,No,13802,Moderately uncomfortable,Personal,Male,30
26/03/2021 00:00:00,100,0,True,R_8kwexb6143cOYjr,New York,New York,Satisfied,Satisfied,Probably not,Might or might not,Yes,58636,Moderately uncomfortable,Personal,Non-binary / third gender,30
25/11/2021 00:00:00,100,0,True,R_71Dd4mOyd08Fc1f,Los Angeles,Los Angeles,Unsatisfied,Satisfied,Probably yes,Probably not,Yes,91244,Moderately comfortable,Business,Male,32
20/07/2021 00:00:00,100,1,True,R_8BbBz3qvKxrmKTb,Los Angeles,Orlando,Unsatisfied,Satisfied,Definitely not,Definitely yes,No,92447,Slightly comfortable,Business,Female,32
17/05/2021 00:00:00,100,0,True,R_7Qcri2wqAeWGGEd,Dallas,New York,Satisfied,Unsatisfied,Probably not,Definitely not,No,41117,Neither comfortable nor uncomfortable,Business,Female,39
08/07/2021 00:00:00,100,0,True,R_4OyXmnn4vy0hcnX,Los Angeles,Dallas,Unsatisfied,Unsatisfied,Might or might not,Probably yes,No,52306,Neither comfortable nor uncomfortable,Business,Female,49
28/11/2021 00:00:00,100,0,True,R_9AiTtOS1bi8aE8R,Denver,Seattle,Unsatisfied,Satisfied,Probably yes,Might or might not,No,55893,Moderately comfortable,Business,Female,21
01/08/2021 00:00:00,100,0,True,R_abd0kNykxqv4TOJ,Los Angeles,Los Angeles,Unsatisfied,Satisfied,Definitely not,Probably not,No,97134,Extremely comfortable,Personal,Prefer not to say,29
10/06/2021 00:00:00,100,0,True,R_883hJ9OhBfuLLAV,Los Angeles,Orlando,Satisfied,Satisfied,Probably not,Probably not,No,58022,Extremely uncomfortable,Personal,Prefer not to say,38
22/11/2021 00:00:00,100,0,True,R_5ABmpPtySSqlFYh,Seattle,Dallas,Satisfied,Satisfied,Definitely not,Probably not,No,37691,Extremely uncomfortable,Business,Prefer not to say,43
07/11/2021 00:00:00,100,0,True,R_1HqpjYVVKyvuwfj,Orlando,Saint Louis,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,Yes,55132,Moderately comfortable,Personal,Male,46
02/08/2021 00:00:00,100,0,True,R_29UhZ2GMLHvJ9Nb,Chicago,Los Angeles,Satisfied,Satisfied,Definitely yes,Probably yes,Yes,97870,Neither comfortable nor uncomfortable,Business,Female,30
24/06/2021 00:00:00,100,0,True,R_0uIkNYt10f7OJMx,New York,Los Angeles,Satisfied,Satisfied,Probably not,Definitely not,Yes,82119,Slightly comfortable,Personal,Non-binary / third gender,27
03/06/2021 00:00:00,100,0,True,R_7Wf52r3tEy6OMSh,New York,Orlando,Satisfied,Unsatisfied,Definitely yes,Definitely yes,Yes,96845,Slightly uncomfortable,Business,Female,22
29/01/2021 00:00:00,100,0,True,R_aaOP8Sd9kCaVyEB,Seattle,Orlando,Unsatisfied,Satisfied,Definitely yes,Probably yes,Yes,75165,Moderately uncomfortable,Business,Prefer not to say,35
04/01/2021 00:00:00,100,0,True,R_dh6S989BYOsTUnX,Denver,Denver,Satisfied,Satisfied,Definitely yes,Definitely not,Yes,75121,Slightly uncomfortable,Business,Male,25
